1,557,421
2,549,420
3,549,420
4,549,419
5,549,421
6,549,420
7,550,420
8,550,420
9,549,420
10,549,420
11,550,421
12,550,420
13,550,420
14,550,420
15,551,420
16,550,420
17,551,420
18,550,420
19,551,422
20,551,420
21,551,420
22,551,420
23,552,420
24,551,419
25,551,420
26,551,419
27,552,419
28,551,419
29,551,418
30,551,418
31,551,419
32,550,419
33,551,418
34,550,419
35,551,419
36,552,419
37,551,418
38,551,418
39,551,420
40,551,419
41,551,418
42,551,419
43,551,419
44,550,419
45,550,419
46,551,419
47,551,419
48,551,418
49,550,419
50,550,418
51,551,420
52,550,419
53,551,418
54,551,419
55,550,419
56,552,418
57,552,418
58,552,419
59,551,419
60,551,419
61,551,419
62,551,420
63,551,419
64,550,419
65,551,420
66,551,421
67,551,420
68,550,420
69,550,420
70,550,419
71,551,420
72,551,420
73,551,420
74,551,420
75,551,420
76,552,420
77,551,420
78,551,420
79,551,420
80,550,420
81,551,421
82,550,420
83,550,421
84,551,420
85,551,420
86,551,421
87,551,421
88,551,421
89,551,420
90,551,420
91,551,420
92,553,419
93,552,420
94,551,420
95,551,420
96,552,420
97,551,420
98,552,421
99,551,420
100,551,420
101,551,421
102,552,421
103,551,420
104,551,421
105,551,421
106,551,420
107,551,420
108,551,420
109,552,421
110,551,421
111,551,420
112,551,421
113,551,421
114,551,421
115,551,421
116,551,420
117,550,420
118,551,421
119,551,421
120,551,421
121,551,421
122,551,421
123,551,421
124,551,421
125,551,421
126,552,421
127,551,421
128,551,420
129,551,421
130,551,421
131,551,421
132,552,421
133,551,421
134,551,421
135,551,421
136,551,420
137,552,421
138,551,422
139,551,420
140,551,421
141,552,420
142,551,420
143,552,422
144,552,420
145,551,422
146,552,421
147,551,420
148,552,420
149,551,420
150,552,420
151,551,420
152,553,421
153,552,420
154,552,420
155,552,420
156,552,420
157,552,420
158,552,419
159,552,418
160,552,419
161,552,419
162,553,418
163,553,418
164,552,418
165,553,418
166,553,417
167,552,416
168,552,415
169,553,416
170,553,414
171,554,414
172,553,414
173,554,413
174,554,413
175,554,411
176,553,411
177,554,409
178,553,406
179,554,405
180,554,405
181,553,401
182,553,399
183,552,396
184,553,394
185,553,393
186,552,391
187,552,388
188,552,387
189,553,385
190,552,384
191,552,385
192,552,384
193,552,384
194,552,382
195,552,381
196,551,381
197,551,382
198,551,380
199,551,382
200,550,381
201,551,381
202,551,382
203,550,383
204,550,384
205,550,384
206,550,383
207,549,384
208,549,384
209,549,384
210,548,385
211,548,386
212,548,385
213,548,388
214,547,387
215,547,387
216,548,388
217,547,387
218,547,391
219,547,389
220,547,390
221,547,391
222,547,390
223,547,391
224,547,394
225,546,394
226,546,396
227,546,395
228,547,396
229,546,396
230,547,395
231,546,395
232,547,397
233,547,397
234,546,395
235,546,396
236,546,397
237,547,397
238,546,396
239,546,397
240,546,397
241,546,397
242,547,397
243,547,398
244,546,398
245,546,397
246,546,398
247,547,398
248,546,398
249,546,399
250,546,398
251,546,399
252,546,398
253,547,398
254,547,398
255,547,398
256,547,398
257,547,398
258,546,398
259,547,398
260,548,398
261,547,398
262,547,398
263,547,398
264,547,397
265,547,398
266,548,398
267,547,398
268,547,397
269,547,398
270,547,398
271,548,398
272,547,398
273,547,398
274,547,397
275,547,398
276,546,398
277,547,397
278,547,398
279,548,397
280,547,397
281,548,398
282,547,397
283,547,399
284,547,398
285,547,397
286,547,396
287,547,397
288,547,396
289,547,397
290,548,395
291,547,396
292,547,397
293,548,397
294,548,396
295,548,397
296,549,396
297,547,397
298,547,398
299,549,396
300,549,397
301,548,396
302,548,396
303,548,397
304,549,397
305,547,396
306,548,396
307,548,397
308,549,396
309,549,396
310,548,396
311,549,397
312,550,396
313,550,396
314,551,398
315,552,395
316,552,396
317,552,397
318,552,397
319,554,395
320,553,396
321,554,395
322,554,396
323,555,396
324,556,396
325,556,398
326,556,397
327,556,396
328,556,398
329,557,398
330,558,397
331,559,397
332,558,398
333,559,397
334,560,397
335,559,396
336,560,398
337,560,399
338,561,398
339,560,398
340,561,397
341,561,399
342,561,397
343,562,398
344,561,399
345,562,398
346,561,399
347,562,398
348,562,399
349,563,399
350,563,398
351,563,398
352,563,399
353,563,400
354,563,399
355,563,399
356,563,399
357,562,402
358,562,398
359,563,399
360,563,398
361,563,399
362,562,399
363,561,400
364,561,400
365,561,400
366,561,400
367,561,401
368,561,400
369,560,399
370,561,400
371,561,400
372,560,399
373,561,399
374,560,398
375,560,400
376,559,400
377,560,399
378,560,399
379,560,399
380,560,399
381,559,398
382,559,399
383,559,399
384,559,398
385,560,397
386,558,399
